417,A051500
418,A051780
419,A051980
420,A052020
421,A052190
422,A052220
423,A052260
424,A052300
425,A052330
426,A052400
427,A052420
428,A052460
429,A052600
430,A052670
431,A052710
432,A052770
433,A052790
434,A052860
435,A052900
436,A053030
437,A053050
438,A053060
439,A053110
440,A053160
441,A053260
442,A053270
443,A053280
444,A053290
445,A053300
446,A053350
447,A053450
448,A053580
449,A053590
450,A053610
451,A053620
452,A053660
453,A053700
454,A053800
455,A053950
456,A053980
457,A054040
458,A054050
459,A054090
460,A054180
461,A054210
462,A054220
463,A054300
464,A054410
465,A054450
466,A054540
467,A054620
468,A054630
469,A054670
470,A054780
471,A054800
472,A054920
473,A054930
474,A054940
475,A054950
476,A056000
477,A056080
478,A056090
479,A056190
480,A056360
481,A056700
482,A056730
483,A057030
484,A057500
485,A057540
486,A057680
487,A057880
488,A058110
489,A058220
490,A058400
491,A058420
492,A058450
493,A058470
494,A058530
495,A058610
496,A058630
497,A058820
498,A059090
499,A059100
500,A059120
501,A059210
502,A060150
503,A060230
504,A060240
505,A060250
506,A060260
507,A060280
508,A060300
509,A060310
510,A060370
511,A060380
512,A060480
513,A060540
514,A060560
515,A060570
516,A060590
517,A060720
518,A060900
519,A061040
520,A061250
521,A061970
522,A062860
523,A062970
524,A063080
525,A063170
526,A063440
527,A063570
528,A063760
529,A064090
530,A064240
531,A064260
532,A064290
533,A064480
534,A064510
535,A064520
536,A064550
537,A064760
538,A064800
539,A064820
540,A065060
541,A065130
542,A065150
543,A065170
544,A065350
545,A065370
546,A065420
547,A065440
548,A065450
549,A065500
550,A065510
551,A065530
552,A065560
553,A065570
554,A065620
555,A065650
556,A065660
557,A065680
558,A065690
559,A065710
560,A065770
561,A065940
562,A065950
563,A066110
564,A066130
565,A066310
566,A066360
567,A066410
568,A066430
569,A066590
570,A066620
571,A066670
572,A066700
573,A066790
574,A066900
575,A066910
576,A066970
577,A066980
578,A067000
579,A067010
580,A067080
581,A067160
582,A067170
583,A067280
584,A067290
585,A067310
586,A067390
587,A067570
588,A067630
589,A067730
590,A067770
591,A067900
592,A067920
593,A067990
594,A068050
595,A068240
596,A068330
597,A068760
598,A068790
599,A068930
600,A068940
601,A069080
602,A069110
603,A069140
604,A069330
605,A069410
606,A069510
607,A069540
608,A069920
609,A070300
610,A070590
611,A071200
612,A071280
613,A071460
614,A071670
615,A071850
616,A072020
617,A072470
618,A072520
619,A072770
620,A072870
621,A072950
622,A072990
623,A073010
624,A073070
625,A073110
626,A073190
627,A073490
628,A073540
629,A073560
630,A073570
631,A073640
632,A074430
633,A074600
634,A075130
635,A075970
636,A076080
637,A076610
638,A077360
639,A078020
640,A078070
641,A078130
642,A078140
643,A078150
644,A078160
645,A078340
646,A078350
647,A078590
648,A078600
649,A078650
650,A078860
651,A078890
652,A078940
653,A079000
654,A079170
655,A079190
656,A079370
657,A079650
658,A079810
659,A079940
660,A079950
661,A079960
662,A079970
663,A080000
664,A080010
665,A080160
666,A080220
667,A080420
668,A080440
669,A080470
670,A080520
671,A080530
672,A080580
673,A080720
674,A081150
675,A081580
676,A082210
677,A082270
678,A082660
679,A082800
680,A082850
681,A082920
682,A083310
683,A083450
684,A083470
685,A083500
686,A083550
687,A083640
688,A083650
689,A083660
690,A083790
691,A083930
692,A084110
693,A084180
694,A084370
695,A084650
696,A084730
697,A084850
698,A084990
699,A085370
700,A08537M
701,A085660
702,A085670
703,A085810
704,A085910
705,A086040
706,A086060
707,A086250
708,A086390
709,A086450
710,A086520
711,A086670
712,A086820
713,A086890
714,A086900
715,A086960
716,A086980
717,A087010
718,A087260
719,A087600
720,A087730
721,A088130
722,A088290
723,A088390
724,A088800
725,A088910
726,A089010
727,A089030
728,A089140
729,A089150
730,A089230
731,A089530
732,A089600
733,A089790
734,A089850
735,A089890
736,A089970
737,A089980
738,A090150
739,A090360
740,A090410
741,A090460
742,A090470
743,A090710
744,A090740
745,A090850
746,A091120
747,A091340
748,A091440
749,A091580
750,A091590
751,A091700
752,A091970
753,A091990
754,A092040
755,A092070
756,A092130
757,A092190
758,A092300
759,A092460
760,A092600
761,A092730
762,A092870
763,A093190
764,A093320
765,A093380
766,A093520
767,A093640
768,A093920
769,A094170
770,A094360
771,A094480
772,A094820
773,A094840
774,A094850
775,A094860
776,A094940
777,A094970
778,A095190
779,A095270
780,A095340
781,A095500
782,A095610
783,A095660
784,A095700
785,A095910
786,A096040
787,A096240
788,A096350
789,A096530
790,A096610
791,A096630
792,A096640
793,A096690
794,A096870
795,A097520
796,A097780
797,A097800
798,A097870
799,A098120
800,A098460
801,A098660
802,A099190
803,A099220
804,A099320
805,A099410
806,A099440
807,A099520
808,A099750
809,A100030
810,A100090
811,A100120
812,A100130
813,A100590
814,A100660
815,A100700
816,A100790
817,A101000
818,A101160
819,A101170
820,A101240
821,A101330
822,A101390
823,A101400
824,A101490
825,A101670
826,A101680
827,A101730
828,A101930
829,A102120
830,A102210
831,A102710
832,A102940
833,A103230
834,A103840
835,A104040
836,A104200
837,A104460
838,A104480
839,A104540
840,A104620
841,A104830
842,A105330
843,A105550
844,A105740
845,A106080
846,A106190
847,A106240
848,A106520
849,A108230
850,A108320
851,A108380
852,A108490
853,A108790
854,A108860
855,A109080
856,A109610
857,A109740
858,A109820
859,A109860
860,A109960
861,A110020
862,A110790
863,A110990
864,A111710
865,A111820
866,A111870
867,A112040
868,A112240
869,A113810
870,A114120
871,A114190
872,A114450
873,A114570
874,A114630
875,A114810
876,A115160
877,A115180
878,A115310
879,A115440
880,A115450
881,A115480
882,A115500
883,A115530
884,A115570
885,A115610
886,A115960
887,A117670
888,A117730
889,A118990
890,A119500
891,A119610
892,A119830
893,A119850
894,A119860
895,A120240
896,A121440
897,A121600
898,A121800
899,A121850
900,A121890
901,A122310
902,A122350
903,A122450
904,A122640
905,A122690
906,A122870
907,A122990
908,A123010
909,A123040
910,A123330
911,A123410
912,A123420
913,A123570
914,A123750
915,A123840
916,A123860
917,A124500
918,A124560
919,A125210
920,A126600
921,A126640
922,A126700
923,A126870
924,A126880
925,A127120
926,A127160
927,A127710
928,A128540
929,A128660
930,A130500
931,A130580
932,A130740
933,A131030
934,A131090
935,A131100
936,A131180
937,A131220
938,A131290
939,A131370
940,A131390
941,A131400
942,A131760
943,A131970
944,A133750
945,A134060
946,A134580
947,A134780
948,A136480
949,A136510
950,A136540
951,A137400
952,A137940
953,A137950
954,A138070
955,A138080
956,A138360
957,A138580
958,A138610
959,A138690
960,A139050
961,A139670
962,A140070
963,A140410
964,A140520
965,A140670
966,A140860
967,A141000
968,A141020
969,A141070
970,A141080
971,A142210
972,A142280
973,A142760
974,A143160
975,A143240
976,A143540
977,A144510
978,A144960
979,A145020
980,A147760
981,A147830
982,A148140
983,A148150
984,A148250
985,A149940
986,A149950
987,A149980
988,A150840
989,A150900
990,A151860
991,A151910
992,A153460
993,A153490
994,A153710
995,A154030
996,A154040
997,A155650
998,A156100
999,A158310
1000,A158430
1001,A159580
1002,A159910
1003,A160550
1004,A160600
1005,A160980
1006,A161570
1007,A161580
1008,A166090
1009,A166480
1010,A168330
1011,A170030
1012,A170790
1013,A170920
1014,A171010
1015,A171090
1016,A171120
1017,A173130
1018,A173940
1019,A174880
1020,A174900
1021,A175140
1022,A175250
1023,A176440
1024,A177350
1025,A177830
1026,A178320
1027,A178780
1028,A178920
1029,A179290
1030,A179900
1031,A180400
1032,A181340
1033,A182360
1034,A182400
1035,A182690
1036,A183300
1037,A183490
1038,A184230
1039,A185490
1040,A186230
1041,A187220
1042,A187270
1043,A187420
1044,A187790
1045,A187870
1046,A189300
1047,A189690
1048,A189860
1049,A189980
1050,A190510
1051,A190650
1052,A191410
1053,A191420
1054,A192250
1055,A192390
1056,A192410
1057,A192440
1058,A193250
1059,A194480
1060,A194510
1061,A194700
1062,A195440
1063,A195500
1064,A195990
1065,A196170
1066,A196300
1067,A196450
1068,A196490
1069,A196700
1070,A197140
1071,A198080
1072,A198440
1073,A200130
1074,A200230
1075,A200470
1076,A200670
1077,A200710
1078,A200780
1079,A201490
1080,A203450
1081,A203650
1082,A203690
1083,A204020
1084,A204270
1085,A204620
1086,A204630
1087,A204840
1088,A204990
1089,A205100
1090,A205470
1091,A205500
1092,A206400
1093,A206560
1094,A206640
1095,A206650
1096,A207760
1097,A208140
1098,A208340
1099,A208350
1100,A208370
1101,A208640
1102,A208710
1103,A208860
1104,A211270
1105,A212560
1106,A213090
1107,A213420
1108,A214150
1109,A214180
1110,A214260
1111,A214270
1112,A214310
1113,A214370
1114,A214430
1115,A214450
1116,A214680
1117,A214870
1118,A215000
1119,A215090
1120,A215100
1121,A215200
1122,A215360
1123,A215380
1124,A215480
1125,A215600
1126,A215790
1127,A216050
1128,A216080
1129,A217190
1130,A217270
1131,A217330
1132,A217480
1133,A217500
1134,A217600
1135,A217620
1136,A217730
1137,A217820
1138,A218150
1139,A218410
1140,A219130
1141,A219420
1142,A219550
1143,A219750
1144,A220100
1145,A220180
1146,A220260
1147,A220630
1148,A221610
1149,A221840
1150,A221980
1151,A222040
1152,A222080
1153,A222110
1154,A222420
1155,A222800
1156,A222810
1157,A222980
1158,A223250
1159,A223310
1160,A224060
1161,A224110
1162,A225190
1163,A225330
1164,A225430
1165,A225530
1166,A225570
1167,A225590
1168,A226330
1169,A226340
1170,A226350
1171,A226360
1172,A226400
1173,A226440
1174,A226950
1175,A227100
1176,A227610
1177,A227950
1178,A228340
1179,A228670
1180,A228760
1181,A228850
1182,A230240
1183,A230360
1184,A230980
1185,A232140
1186,A234100
1187,A234300
1188,A234340
1189,A234690
1190,A234920
1191,A235980
1192,A236200
1193,A237690
1194,A237750
1195,A237820
1196,A237880
1197,A238090
1198,A238120
1199,A238200
1200,A238490
1201,A239340
1202,A239610
1203,A240810
1204,A241520
1205,A241690
1206,A241710
1207,A241770
1208,A241790
1209,A241820
1210,A241840
1211,A242040
1212,A243070
1213,A243840
1214,A244460
1215,A245620
1216,A246690
1217,A246710
1218,A246720
1219,A246960
1220,A247540
1221,A250000
1222,A250060
1223,A250930
1224,A251370
1225,A251630
1226,A251970
1227,A252500
1228,A253450
1229,A253590
1230,A253840
1231,A254120
1232,A255220
1233,A255440
1234,A256150
1235,A256630
1236,A256840
1237,A256940
1238,A257370
1239,A258610
1240,A258790
1241,A258830
1242,A259630
1243,A260660
1244,A260930
1245,A261200
1246,A263020
1247,A263050
1248,A263540
1249,A263600
1250,A263690
1251,A263700
1252,A263720
1253,A263750
1254,A263770
1255,A263800
1256,A263810
1257,A263860
1258,A263920
1259,A264450
1260,A264660
1261,A264850
1262,A265520
1263,A265560
1264,A267320
1265,A267790
1266,A267980
1267,A268600
1268,A269620
1269,A270520
1270,A270870
1271,A272110
1272,A272290
1273,A273060
1274,A274090
1275,A275630
1276,A276920
1277,A277070
1278,A277410
1279,A277480
1280,A278280
1281,A278650
1282,A279410
1283,A279600
1284,A281410
1285,A281740
1286,A282880
1287,A284620
1288,A285490
1289,A286750
1290,A287410
1291,A288330
1292,A288620
1293,A289010
1294,A289080
1295,A290120
1296,A290270
1297,A290380
1298,A290510
1299,A290550
1300,A290650
1301,A290660
1302,A290670
1303,A290720
1304,A290740
1305,A291210
1306,A291230
1307,A293580
1308,A293780
1309,A294140
1310,A294630
1311,A297090
1312,A297570
1313,A298380
1314,A299170
1315,A299660
1316,A299900
1317,A299910
1318,A300080
1319,A300120
1320,A302430
1321,A302550
1322,A303030
1323,A305090
1324,A306040
1325,A306620
1326,A307070
1327,A307160
1328,A307180
1329,A307280
1330,A307750
1331,A307870
1332,A307930
1333,A308100
1334,A309930
1335,A310200
1336,A310840
1337,A310870
1338,A311270
1339,A311390
1340,A311690
1341,A312610
1342,A313750
1343,A313760
1344,A317030
1345,A317120
1346,A317240
1347,A317320
1348,A317330
1349,A317530
1350,A317770
1351,A317830
1352,A317850
1353,A317870
1354,A318000
1355,A318010
1356,A319400
1357,A319660
1358,A320000
1359,A321260
1360,A321550
1361,A322180
1362,A322510
1363,A322780
1364,A323210
1365,A323230
1366,A323280
1367,A323940
1368,A327260
1369,A328380
1370,A329560
1371,A330990
1372,A331380
1373,A331520
1374,A332290
1375,A332710
1376,A333050
1377,A333430
1378,A335870
1379,A335890
1380,A336060
1381,A336570
1382,A337450
1383,A339950
1384,A340120
1385,A340350
1386,A340360
1387,A340440
1388,A341160
1389,A342550
1390,A344050
1391,A347140
1392,A349720
1393,A900070
1394,A900080
1395,A900100
1396,A900110
1397,A900120
1398,A900250
1399,A900260
1400,A900270
1401,A900280
1402,A900290
1403,A900300
1404,A900310
1405,A900340
1406,A950110
1407,A950130
1408,A950140
1409,A950160
1410,A950170
1411,A950180
